race_id,bet_type,stake,return
202648072812,ワイド,1000,520
202648072812,馬単,2000,0
202648072812,3連複,1000,0
202648072812,3連単,6000,0
202630072901,単勝,500,1270
202630072901,複勝,500,450
202630072901,枠連,0,0
202630072901,馬連,1000,3300
202630072901,ワイド,1000,1200
202630072901,馬単,2000,7060
202630072901,3連複,1000,1160
202630072901,3連単,6000,13940
202630072902,単勝,500,250
202630072902,複勝,500,340
202630072902,枠連,0,0
202630072902,馬連,1000,330
202630072902,ワイド,1000,540
202630072902,馬単,2000,410
202630072902,3連複,1000,270
202630072902,3連単,6000,1480
202630072903,単勝,500,220
202630072903,複勝,500,460
202630072903,枠連,0,0
202630072903,馬連,1000,220
202630072903,ワイド,1000,980
202630072903,馬単,2000,400
202630072903,3連複,1000,560
202630072903,3連単,6000,1520
202630072904,単勝,500,180
202630072904,複勝,500,410
202630072904,枠連,0,0
202630072904,馬連,1000,290
202630072904,ワイド,1000,830
202630072904,馬単,2000,570
202630072904,3連複,1000,660
202630072904,3連単,6000,1720
202630072906,単勝,500,1180
202630072906,複勝,500,280
202630072906,枠連,0,0
202630072906,馬連,1000,0
202630072906,ワイド,1000,200
202630072906,馬単,2000,0
202630072906,3連複,1000,0
202630072906,3連単,6000,0
202630072907,単勝,500,930
202630072907,複勝,500,1180
202630072907,枠連,0,0
202630072907,馬連,1000,520
202630072907,ワイド,1000,5030
202630072907,馬単,2000,2450
202630072907,3連複,1000,5560
202630072907,3連単,6000,38600
202630072908,単勝,500,340
202630072908,複勝,500,670
202630072908,枠連,0,0
202630072908,馬連,1000,1270
202630072908,ワイド,1000,660
202630072908,馬単,2000,2440
202630072908,3連複,1000,280
202630072908,3連単,6000,4100
202630072909,単勝,500,270
202630072909,複勝,500,230
202630072909,枠連,0,0
202630072909,馬連,1000,0
202630072909,ワイド,1000,230
202630072909,馬単,2000,0
202630072909,3連複,1000,0
202630072909,3連単,6000,0
202630072910,単勝,500,0
202630072910,複勝,500,940
202630072910,枠連,0,0
202630072910,馬連,1000,0
202630072910,ワイド,1000,3050
202630072910,馬単,2000,0
202630072910,3連複,1000,0
202630072910,3連単,6000,0
202630072911,単勝,500,320
202630072911,複勝,500,270
202630072911,枠連,0,0
202630072911,馬連,1000,370
202630072911,ワイド,1000,420
202630072911,馬単,2000,760
202630072911,3連複,1000,210
202630072911,3連単,6000,1120
202630072912,単勝,500,100
202630072912,複勝,500,210
202630072912,枠連,0,0
202630072912,馬連,1000,110
202630072912,ワイド,1000,440
202630072912,馬単,2000,130
202630072912,3連複,1000,190
202630072912,3連単,6000,270
202645072901,単勝,500,260
202645072901,複勝,500,510
202645072901,枠連,0,0
202645072901,馬連,1000,1400
202645072901,ワイド,1000,1150
202645072901,馬単,2000,2010
202645072901,3連複,1000,1740
202645072901,3連単,6000,7890
202645072902,単勝,500,0
202645072902,複勝,500,250
202645072902,枠連,0,0
202645072902,馬連,1000,0
202645072902,ワイド,1000,0
202645072902,馬単,2000,0
202645072902,3連複,1000,0
202645072902,3連単,6000,0
202645072903,単勝,500,250
202645072903,複勝,500,480
202645072903,枠連,0,0
202645072903,馬連,1000,180
202645072903,ワイド,1000,1130
202645072903,馬単,2000,380
202645072903,3連複,1000,720
202645072903,3連単,6000,3200
202645072904,単勝,500,470
202645072904,複勝,500,240
202645072904,枠連,0,0
202645072904,馬連,1000,230
202645072904,ワイド,1000,640
202645072904,馬単,2000,570
202645072904,3連複,1000,500
202645072904,3連単,6000,2030
202645072905,単勝,500,540
202645072905,複勝,500,380
202645072905,枠連,0,0
202645072905,馬連,1000,0
202645072905,ワイド,1000,590
202645072905,馬単,2000,0
202645072905,3連複,1000,0
202645072905,3連単,6000,0
202645072906,単勝,500,700
202645072906,複勝,500,480
202645072906,枠連,0,0
202645072906,馬連,1000,0
202645072906,ワイド,1000,640
202645072906,馬単,2000,0
202645072906,3連複,1000,0
202645072906,3連単,6000,0
202645072907,単勝,500,0
202645072907,複勝,500,130
202645072907,枠連,0,0
202645072907,馬連,1000,0
202645072907,ワイド,1000,0
202645072907,馬単,2000,0
202645072907,3連複,1000,0
202645072907,3連単,6000,0
202645072908,単勝,500,370
202645072908,複勝,500,290
202645072908,枠連,0,0
202645072908,馬連,1000,320
202645072908,ワイド,1000,200
202645072908,馬単,2000,800
202645072908,3連複,1000,0
202645072908,3連単,6000,0
202645072909,単勝,500,170
202645072909,複勝,500,360
202645072909,枠連,0,0
202645072909,馬連,1000,230
202645072909,ワイド,1000,670
202645072909,馬単,2000,410
202645072909,3連複,1000,400
202645072909,3連単,6000,1330
202645072910,単勝,500,0
202645072910,複勝,500,0
202645072910,枠連,0,0
202645072910,馬連,1000,0
202645072910,ワイド,1000,0
202645072910,馬単,2000,0
202645072910,3連複,1000,0
202645072910,3連単,6000,0
202645072911,単勝,500,460
202645072911,複勝,500,270
202645072911,枠連,0,0
202645072911,馬連,1000,0
202645072911,ワイド,1000,240
202645072911,馬単,2000,0
202645072911,3連複,1000,0
202645072911,3連単,6000,0
202645072912,単勝,500,540
202645072912,複勝,500,310
202645072912,枠連,0,0
202645072912,馬連,1000,0
202645072912,ワイド,1000,410
202645072912,馬単,2000,0
202645072912,3連複,1000,0
202645072912,3連単,6000,0
202648072901,単勝,500,130
202648072901,複勝,500,620
202648072901,枠連,0,0
202648072901,馬連,1000,0
202648072901,ワイド,1000,1640
202648072901,馬単,2000,0
202648072901,3連複,1000,0
202648072901,3連単,6000,0
202648072902,単勝,500,380
202648072902,複勝,500,320
202648072902,枠連,0,0
202648072902,馬連,1000,0
202648072902,ワイド,1000,540
202648072902,馬単,2000,0
202648072902,3連複,1000,0
202648072902,3連単,6000,0
202648072903,単勝,500,170
202648072903,複勝,500,250
202648072903,枠連,0,0
202648072903,馬連,1000,0
202648072903,ワイド,1000,280
202648072903,馬単,2000,0
202648072903,3連複,1000,0
202648072903,3連単,6000,0
202648072904,単勝,500,1300
202648072904,複勝,500,160
202648072904,枠連,0,0
202648072904,馬連,1000,0
202648072904,ワイド,1000,0
202648072904,馬単,2000,0
202648072904,3連複,1000,0
202648072904,3連単,6000,0
202648072905,単勝,500,1010
202648072905,複勝,500,670
202648072905,枠連,0,0
202648072905,馬連,1000,4330
202648072905,ワイド,1000,1390
202648072905,馬単,2000,9810
202648072905,3連複,1000,0
202648072905,3連単,6000,0
202648072906,単勝,500,670
202648072906,複勝,500,440
202648072906,枠連,0,0
202648072906,馬連,1000,1680
202648072906,ワイド,1000,410
202648072906,馬単,2000,4590
202648072906,3連複,1000,0
202648072906,3連単,6000,0
202648072907,単勝,500,550
202648072907,複勝,500,360
202648072907,枠連,0,0
202648072907,馬連,1000,680
202648072907,ワイド,1000,350
202648072907,馬単,2000,1400
202648072907,3連複,1000,0
202648072907,3連単,6000,0
202648072908,単勝,500,0
202648072908,複勝,500,560
202648072908,枠連,0,0
202648072908,馬連,1000,0
202648072908,ワイド,1000,1230
202648072908,馬単,2000,0
202648072908,3連複,1000,0
202648072908,3連単,6000,0
202648072909,単勝,500,570
202648072909,複勝,500,210
202648072909,枠連,0,0
202648072909,馬連,1000,0
202648072909,ワイド,1000,0
202648072909,馬単,2000,0
202648072909,3連複,1000,0
202648072909,3連単,6000,0
202648072910,単勝,500,0
202648072910,複勝,500,230
202648072910,枠連,0,0
202648072910,馬連,1000,0
202648072910,ワイド,1000,0
202648072910,馬単,2000,0
202648072910,3連複,1000,0
202648072910,3連単,6000,0
202648072911,単勝,500,580
202648072911,複勝,500,650
202648072911,枠連,0,0
202648072911,馬連,1000,4730
202648072911,ワイド,1000,1350
202648072911,馬単,2000,9510
202648072911,3連複,1000,0
202648072911,3連単,6000,0
202648072912,単勝,500,420
202648072912,複勝,500,210
202648072912,枠連,0,0
202648072912,馬連,1000,0
202648072912,ワイド,1000,0
202648072912,馬単,2000,0
202648072912,3連複,1000,0
202648072912,3連単,6000,0
202650072901,単勝,500,160
202650072901,複勝,500,210
202650072901,枠連,0,0
202650072901,馬連,1000,190
202650072901,ワイド,1000,140
202650072901,馬単,2000,360
202650072901,3連複,1000,0
202650072901,3連単,6000,0
202650072902,単勝,500,0
202650072902,複勝,500,280
202650072902,枠連,0,0
202650072902,馬連,1000,0
202650072902,ワイド,1000,300
202650072902,馬単,2000,0
202650072902,3連複,1000,0
202650072902,3連単,6000,0
202650072903,単勝,500,250
202650072903,複勝,500,210
202650072903,枠連,0,0
202650072903,馬連,1000,200
202650072903,ワイド,1000,390
202650072903,馬単,2000,450
202650072903,3連複,1000,190
202650072903,3連単,6000,940
202650072904,単勝,500,200
202650072904,複勝,500,510
202650072904,枠連,0,0
202650072904,馬連,1000,720
202650072904,ワイド,1000,1840
202650072904,馬単,2000,840
202650072904,3連複,1000,2250
202650072904,3連単,6000,6740
202650072905,単勝,500,260
202650072905,複勝,500,510
202650072905,枠連,0,0
202650072905,馬連,1000,900
202650072905,ワイド,1000,1570
202650072905,馬単,2000,1400
202650072905,3連複,1000,3270
202650072905,3連単,6000,10680
202650072906,単勝,500,400
202650072906,複勝,500,370
202650072906,枠連,0,0
202650072906,馬連,1000,360
202650072906,ワイド,1000,730
202650072906,馬単,2000,800
202650072906,3連複,1000,440
202650072906,3連単,6000,2370
202650072907,単勝,500,0
202650072907,複勝,500,260
202650072907,枠連,0,0
202650072907,馬連,1000,0
202650072907,ワイド,1000,0
202650072907,馬単,2000,0
202650072907,3連複,1000,0
202650072907,3連単,6000,0
202650072908,単勝,500,0
202650072908,複勝,500,230
202650072908,枠連,0,0
202650072908,馬連,1000,0
202650072908,ワイド,1000,130
202650072908,馬単,2000,0
202650072908,3連複,1000,0
202650072908,3連単,6000,0
202650072909,単勝,500,770
202650072909,複勝,500,570
202650072909,枠連,0,0
202650072909,馬連,1000,1630
202650072909,ワイド,1000,1720
202650072909,馬単,2000,3060
202650072909,3連複,1000,2810
202650072909,3連単,6000,17540
202650072910,単勝,500,190
202650072910,複勝,500,300
202650072910,枠連,0,0
202650072910,馬連,1000,440
202650072910,ワイド,1000,1010
202650072910,馬単,2000,710
202650072910,3連複,1000,990
202650072910,3連単,6000,3470
202650072911,単勝,500,260
202650072911,複勝,500,440
202650072911,枠連,0,0
202650072911,馬連,1000,880
202650072911,ワイド,1000,1010
202650072911,馬単,2000,1590
202650072911,3連複,1000,1140
202650072911,3連単,6000,5940
202650072912,単勝,500,250
202650072912,複勝,500,270
202650072912,枠連,0,0
202650072912,馬連,1000,290
202650072912,ワイド,1000,210
202650072912,馬単,2000,530
202650072912,3連複,1000,0
202650072912,3連単,6000,0
202630073003,単勝,500,140
202630073003,複勝,500,340
202630073003,枠連,0,0
202630073003,馬連,1000,200
202630073003,ワイド,1000,570
202630073003,馬単,2000,300
202630073003,3連複,1000,290
202630073003,3連単,6000,1060
202630073004,単勝,500,160
202630073004,複勝,500,360
202630073004,枠連,0,0
202630073004,馬連,1000,410
202630073004,ワイド,1000,910
202630073004,馬単,2000,520
202630073004,3連複,1000,400
202630073004,3連単,6000,1430
202630073005,単勝,500,190
202630073005,複勝,500,280
202630073005,枠連,0,0
202630073005,馬連,1000,0
202630073005,ワイド,1000,300
202630073005,馬単,2000,0
202630073005,3連複,1000,0
202630073005,3連単,6000,0
202630073006,単勝,500,130
202630073006,複勝,500,610
202630073006,枠連,0,0
202630073006,馬連,1000,1090
202630073006,ワイド,1000,2660
202630073006,馬単,2000,1320
202630073006,3連複,1000,3690
202630073006,3連単,6000,8930
202630073007,単勝,500,370
202630073007,複勝,500,350
202630073007,枠連,0,0
202630073007,馬連,1000,520
202630073007,ワイド,1000,700
202630073007,馬単,2000,1910
202630073007,3連複,1000,470
202630073007,3連単,6000,3740
202630073008,単勝,500,1770
202630073008,複勝,500,380
202630073008,枠連,0,0
202630073008,馬連,1000,1450
202630073008,ワイド,1000,670
202630073008,馬単,2000,5250
202630073008,3連複,1000,0
202630073008,3連単,6000,0
202630073009,単勝,500,550
202630073009,複勝,500,190
202630073009,枠連,0,0
202630073009,馬連,1000,0
202630073009,ワイド,1000,0
202630073009,馬単,2000,0
202630073009,3連複,1000,0
202630073009,3連単,6000,0
202630073010,単勝,500,200
202630073010,複勝,500,230
202630073010,枠連,0,0
202630073010,馬連,1000,160
202630073010,ワイド,1000,120
202630073010,馬単,2000,360
202630073010,3連複,1000,0
202630073010,3連単,6000,0
202630073011,単勝,500,270
202630073011,複勝,500,150
202630073011,枠連,0,0
202630073011,馬連,1000,0
202630073011,ワイド,1000,460
202630073011,馬単,2000,0
202630073011,3連複,1000,0
202630073011,3連単,6000,0
202630073012,単勝,500,130
202630073012,複勝,500,230
202630073012,枠連,0,0
202630073012,馬連,1000,230
202630073012,ワイド,1000,510
202630073012,馬単,2000,340
202630073012,3連複,1000,250
202630073012,3連単,6000,610
202645073001,単勝,500,430
202645073001,複勝,500,460
202645073001,枠連,0,0
202645073001,馬連,1000,1710
202645073001,ワイド,1000,700
202645073001,馬単,2000,3330
202645073001,3連複,1000,0
202645073001,3連単,6000,0
202645073002,単勝,500,960
202645073002,複勝,500,640
202645073002,枠連,0,0
202645073002,馬連,1000,730
202645073002,ワイド,1000,2780
202645073002,馬単,2000,2750
202645073002,3連複,1000,3660
202645073002,3連単,6000,24050
202645073005,単勝,500,3480
202645073005,複勝,500,650
202645073005,枠連,0,0
202645073005,馬連,1000,4390
202645073005,ワイド,1000,1130
202645073005,馬単,2000,10340
202645073005,3連複,1000,0
202645073005,3連単,6000,0
202645073006,単勝,500,180
202645073006,複勝,500,450
202645073006,枠連,0,0
202645073006,馬連,1000,280
202645073006,ワイド,1000,1220
202645073006,馬単,2000,510
202645073006,3連複,1000,800
202645073006,3連単,6000,2660
202645073007,単勝,500,0
202645073007,複勝,500,380
202645073007,枠連,0,0
202645073007,馬連,1000,0
202645073007,ワイド,1000,450
202645073007,馬単,2000,0
202645073007,3連複,1000,0
202645073007,3連単,6000,0
202645073008,単勝,500,220
202645073008,複勝,500,280
202645073008,枠連,0,0
202645073008,馬連,1000,610
202645073008,ワイド,1000,300
202645073008,馬単,2000,710
202645073008,3連複,1000,0
202645073008,3連単,6000,0
202645073009,単勝,500,240
202645073009,複勝,500,240
202645073009,枠連,0,0
202645073009,馬連,1000,360
202645073009,ワイド,1000,180
202645073009,馬単,2000,640
202645073009,3連複,1000,0
202645073009,3連単,6000,0
202645073010,単勝,500,480
202645073010,複勝,500,460
202645073010,枠連,0,0
202645073010,馬連,1000,2150
202645073010,ワイド,1000,810
202645073010,馬単,2000,3780
202645073010,3連複,1000,0
202645073010,3連単,6000,0
202645073011,単勝,500,0
202645073011,複勝,500,220
202645073011,枠連,0,0
202645073011,馬連,1000,0
202645073011,ワイド,1000,190
202645073011,馬単,2000,0
202645073011,3連複,1000,0
202645073011,3連単,6000,0
202645073012,単勝,500,0
202645073012,複勝,500,330
202645073012,枠連,0,0
202645073012,馬連,1000,0
202645073012,ワイド,1000,580
202645073012,馬単,2000,0
202645073012,3連複,1000,0
202645073012,3連単,6000,0
202648073001,単勝,500,150
202648073001,複勝,500,430
202648073001,枠連,0,0
202648073001,馬連,1000,1430
202648073001,ワイド,1000,390
202648073001,馬単,2000,2300
202648073001,3連複,1000,0
202648073001,3連単,6000,0
202648073002,単勝,500,0
202648073002,複勝,500,110
202648073002,枠連,0,0
202648073002,馬連,1000,0
202648073002,ワイド,1000,0
202648073002,馬単,2000,0
202648073002,3連複,1000,0
202648073002,3連単,6000,0
202648073003,単勝,500,360
202648073003,複勝,500,390
202648073003,枠連,0,0
202648073003,馬連,1000,2180
202648073003,ワイド,1000,560
202648073003,馬単,2000,3520
202648073003,3連複,1000,0
202648073003,3連単,6000,0
202648073004,単勝,500,380
202648073004,複勝,500,420
202648073004,枠連,0,0
202648073004,馬連,1000,620
202648073004,ワイド,1000,900
202648073004,馬単,2000,1470
202648073004,3連複,1000,1190
202648073004,3連単,6000,5570
202648073005,単勝,500,610
202648073005,複勝,500,360
202648073005,枠連,0,0
202648073005,馬連,1000,2010
202648073005,ワイド,1000,680
202648073005,馬単,2000,3850
202648073005,3連複,1000,0
202648073005,3連単,6000,0
202648073006,単勝,500,200
202648073006,複勝,500,230
202648073006,枠連,0,0
202648073006,馬連,1000,200
